STATE,CNTYCD,STATEDESC,COUNTY,YEAR,POVERTY,POVERTYRATE,INCOME
45,69,SC,Marlboro County,2013,"7,709",31.3,"31,185"
45,71,SC,Newberry County,2013,"7,170",19.8,"37,890"
45,73,SC,Oconee County,2013,"12,484",16.8,"42,077"
45,75,SC,Orangeburg County,2013,"22,501",25.7,"32,180"
45,77,SC,Pickens County,2013,"21,060",18.7,"42,400"
45,79,SC,Richland County,2013,"68,491",18.6,"47,492"
45,81,SC,Saluda County,2013,"4,396",22.1,"40,366"
45,83,SC,Spartanburg County,2013,"52,982",18.7,"42,638"
45,85,SC,Sumter County,2013,"21,893",20.8,"39,182"
45,87,SC,Union County,2013,"5,143",18.7,"34,042"
45,89,SC,Williamsburg County,2013,"10,562",33.4,"29,391"
45,91,SC,York County,2013,"29,799",12.7,"54,927"
46,0,SD,South Dakota,2013,"114,291",14,"49,200"
46,3,SD,Aurora County,2013,284,10.8,"46,493"
46,5,SD,Beadle County,2013,"2,920",16.5,"43,682"
46,7,SD,Bennett County,2013,"1,212",35.5,"35,083"
46,9,SD,Bon Homme County,2013,833,14.9,"45,803"
46,11,SD,Brookings County,2013,"4,018",13.6,"51,893"
46,13,SD,Brown County,2013,"3,870",10.6,"50,047"
46,15,SD,Brule County,2013,731,13.9,"45,878"
46,17,SD,Buffalo County,2013,824,41,"21,572"
46,19,SD,Butte County,2013,"1,462",14.3,"41,413"
46,21,SD,Campbell County,2013,130,9.8,"47,579"
46,23,SD,Charles Mix County,2013,"2,143",24.3,"37,996"
46,25,SD,Clark County,2013,409,12,"45,592"
46,27,SD,Clay County,2013,"2,455",20.8,"41,970"
46,29,SD,Codington County,2013,"2,774",10.1,"49,022"
46,31,SD,Corson County,2013,"1,808",43,"31,418"
46,33,SD,Custer County,2013,884,10.8,"51,326"
46,35,SD,Davison County,2013,"2,403",12.6,"47,506"
46,37,SD,Day County,2013,778,14.3,"44,188"
46,39,SD,Deuel County,2013,394,9.2,"52,527"
46,41,SD,Dewey County,2013,"1,594",28.7,"34,389"
46,43,SD,Douglas County,2013,319,11,"48,344"
46,45,SD,Edmunds County,2013,416,10.9,"51,352"
46,47,SD,Fall River County,2013,966,14.6,"39,552"
46,49,SD,Faulk County,2013,254,11.6,"50,092"
46,51,SD,Grant County,2013,759,10.5,"51,065"
46,53,SD,Gregory County,2013,734,17.6,"35,589"
46,55,SD,Haakon County,2013,226,12.2,"45,456"
46,57,SD,Hamlin County,2013,594,10.3,"56,860"
46,59,SD,Hand County,2013,310,9.3,"50,737"
46,61,SD,Hanson County,2013,286,8.9,"57,800"
46,63,SD,Harding County,2013,145,11.7,"43,860"
46,65,SD,Hughes County,2013,"1,730",10.3,"57,538"
46,67,SD,Hutchinson County,2013,870,13.1,"44,958"
46,69,SD,Hyde County,2013,149,11,"47,072"
46,71,SD,Jackson County,2013,959,30.2,"35,387"
46,73,SD,Jerauld County,2013,285,14.5,"48,126"
46,75,SD,Jones County,2013,133,13.4,"45,095"
46,77,SD,Kingsbury County,2013,478,9.7,"50,045"
46,79,SD,Lake County,2013,"1,398",12.3,"53,116"
46,81,SD,Lawrence County,2013,"3,580",14.9,"42,867"
46,83,SD,Lincoln County,2013,"2,126",4.3,"78,567"
46,85,SD,Lyman County,2013,832,21.7,"40,057"
46,87,SD,McCook County,2013,522,9.6,"53,478"
46,89,SD,McPherson County,2013,339,14.9,"38,222"
46,91,SD,Marshall County,2013,570,12.5,"49,254"
46,93,SD,Meade County,2013,"2,799",10.6,"50,711"
46,95,SD,Mellette County,2013,661,32.7,"33,460"
46,97,SD,Miner County,2013,276,12.2,"45,787"
46,99,SD,Minnehaha County,2013,"19,185",11,"52,382"
46,101,SD,Moody County,2013,688,10.9,"53,712"
46,103,SD,Pennington County,2013,"15,880",15.4,"48,886"
46,105,SD,Perkins County,2013,430,14.4,"40,042"
46,107,SD,Potter County,2013,240,10.3,"50,887"
46,109,SD,Roberts County,2013,"1,976",19.7,"44,626"
46,111,SD,Sanborn County,2013,292,13.1,"46,936"
46,113,SD,Shannon County,2013,"7,734",55.1,"28,512"
46,115,SD,Spink County,2013,711,11.3,"50,274"
46,117,SD,Stanley County,2013,262,8.8,"57,188"
46,119,SD,Sully County,2013,90,6.3,"57,620"
46,121,SD,Todd County,2013,"4,373",44,"30,549"
46,123,SD,Tripp County,2013,"1,052",19.6,"40,975"
46,125,SD,Turner County,2013,866,10.6,"53,115"
46,127,SD,Union County,2013,"1,036",7,"66,831"
46,129,SD,Walworth County,2013,775,14.5,"41,030"
46,135,SD,Yankton County,2013,"2,683",13,"46,599"
46,137,SD,Ziebach County,2013,"1,376",48.7,"30,465"
47,0,TN,Tennessee,2013,"1,128,618",17.8,"44,268"
47,1,TN,Anderson County,2013,"14,660",19.7,"42,365"
47,3,TN,Bedford County,2013,"8,445",18.6,"42,288"
47,5,TN,Benton County,2013,"3,420",21.3,"35,559"
47,7,TN,Bledsoe County,2013,"2,984",25.5,"35,715"
47,9,TN,Blount County,2013,"18,339",14.9,"45,348"
47,11,TN,Bradley County,2013,"18,385",18.6,"42,665"
47,13,TN,Campbell County,2013,"9,465",23.9,"32,325"
47,15,TN,Cannon County,2013,"2,480",18.3,"40,809"
47,17,TN,Carroll County,2013,"5,440",19.9,"35,929"
47,19,TN,Carter County,2013,"12,788",23,"32,773"
47,21,TN,Cheatham County,2013,"5,203",13.3,"52,544"
47,23,TN,Chester County,2013,"3,096",19.4,"40,779"
47,25,TN,Claiborne County,2013,"6,909",22.9,"32,775"
47,27,TN,Clay County,2013,"1,904",24.8,"30,587"
47,29,TN,Cocke County,2013,"8,691",24.7,"30,950"
47,31,TN,Coffee County,2013,"10,434",19.8,"43,375"
47,33,TN,Crockett County,2013,"2,777",19.3,"37,085"
47,35,TN,Cumberland County,2013,"10,329",18.2,"36,163"
47,37,TN,Davidson County,2013,"112,795",17.8,"47,239"
47,39,TN,Decatur County,2013,"2,754",24.1,"36,213"
47,41,TN,DeKalb County,2013,"4,120",21.9,"37,392"
47,43,TN,Dickson County,2013,"7,445",15,"44,991"
47,45,TN,Dyer County,2013,"7,032",18.7,"40,158"
47,47,TN,Fayette County,2013,"5,626",14.7,"56,058"
47,49,TN,Fentress County,2013,"4,006",22.6,"31,065"
47,51,TN,Franklin County,2013,"7,442",19,"41,477"
47,53,TN,Gibson County,2013,"8,721",18,"40,083"
47,55,TN,Giles County,2013,"4,988",17.8,"39,880"
47,57,TN,Grainger County,2013,"4,276",19,"35,301"
47,59,TN,Greene County,2013,"13,056",19.6,"35,980"
47,61,TN,Grundy County,2013,"3,839",28.9,"26,101"
47,63,TN,Hamblen County,2013,"12,697",20.5,"38,807"
47,65,TN,Hamilton County,2013,"57,280",16.9,"47,373"
47,67,TN,Hancock County,2013,"2,055",31.5,"26,000"
47,69,TN,Hardeman County,2013,"5,536",24.7,"34,766"
47,71,TN,Hardin County,2013,"6,169",24.1,"36,154"
47,73,TN,Hawkins County,2013,"11,884",21.2,"36,102"
47,75,TN,Haywood County,2013,"4,149",23.1,"34,557"
47,77,TN,Henderson County,2013,"5,381",19.4,"40,960"
47,79,TN,Henry County,2013,"6,574",20.8,"37,327"
47,81,TN,Hickman County,2013,"5,268",23.2,"33,816"
47,83,TN,Houston County,2013,"1,637",20.2,"37,743"
47,85,TN,Humphreys County,2013,"3,049",17,"41,954"
47,87,TN,Jackson County,2013,"2,970",26.3,"33,158"
47,89,TN,Jefferson County,2013,"8,261",16.4,"40,490"
47,91,TN,Johnson County,2013,"4,535",28.1,"30,652"
47,93,TN,Knox County,2013,"70,442",16.3,"49,105"
47,95,TN,Lake County,2013,"2,032",39,"28,391"
47,97,TN,Lauderdale County,2013,"6,898",27.7,"32,169"
47,99,TN,Lawrence County,2013,"7,411",17.9,"39,532"
47,101,TN,Lewis County,2013,"2,496",21.3,"35,097"
47,103,TN,Lincoln County,2013,"5,985",18,"41,453"
47,105,TN,Loudon County,2013,"7,063",14.2,"53,230"
47,107,TN,McMinn County,2013,"8,641",16.9,"40,543"
47,109,TN,McNairy County,2013,"4,991",19.4,"34,596"
47,111,TN,Macon County,2013,"4,762",21.3,"35,432"
47,113,TN,Madison County,2013,"19,927",21.1,"40,750"
47,115,TN,Marion County,2013,"4,601",16.4,"42,128"
47,117,TN,Marshall County,2013,"4,490",14.6,"42,363"
47,119,TN,Maury County,2013,"11,424",13.8,"46,497"
47,121,TN,Meigs County,2013,"2,260",19.7,"37,874"
47,123,TN,Monroe County,2013,"8,782",19.7,"38,061"
47,125,TN,Montgomery County,2013,"26,754",14.9,"51,059"
47,127,TN,Moore County,2013,812,13.1,"50,802"
47,129,TN,Morgan County,2013,"4,618",24,"38,027"
47,131,TN,Obion County,2013,"6,256",20.4,"34,469"
47,133,TN,Overton County,2013,"4,440",20.4,"35,457"
47,135,TN,Perry County,2013,"1,712",22.2,"33,017"
47,137,TN,Pickett County,2013,973,19.5,"32,398"
47,139,TN,Polk County,2013,"3,233",19.7,"37,375"
47,141,TN,Putnam County,2013,"18,930",26.7,"35,554"
47,143,TN,Rhea County,2013,"6,178",19.6,"38,860"
47,145,TN,Roane County,2013,"9,483",18.1,"42,037"
47,147,TN,Robertson County,2013,"8,064",12.1,"51,093"
47,149,TN,Rutherford County,2013,"33,766",12.3,"57,056"
47,151,TN,Scott County,2013,"6,400",29.5,"27,749"
47,153,TN,Sequatchie County,2013,"2,617",18.1,"46,460"
47,155,TN,Sevier County,2013,"15,280",16.5,"40,444"
47,157,TN,Shelby County,2013,"199,215",21.6,"45,067"
47,159,TN,Smith County,2013,"3,189",16.9,"43,689"
47,161,TN,Stewart County,2013,"2,277",17.2,"43,513"
47,163,TN,Sullivan County,2013,"27,819",18,"40,385"
47,165,TN,Sumner County,2013,"18,386",11,"56,077"
47,167,TN,Tipton County,2013,"8,714",14.4,"53,183"
47,169,TN,Trousdale County,2013,"1,306",17,"41,286"
47,171,TN,Unicoi County,2013,"3,122",17.6,"36,568"
47,173,TN,Union County,2013,"4,171",22.1,"35,255"
47,175,TN,Van Buren County,2013,967,17.7,"37,393"
47,177,TN,Warren County,2013,"7,986",20.3,"36,327"
47,179,TN,Washington County,2013,"21,420",17.7,"41,542"
47,181,TN,Wayne County,2013,"3,250",22,"33,318"
47,183,TN,Weakley County,2013,"6,756",21,"34,809"
47,185,TN,White County,2013,"5,085",19.7,"34,320"
47,187,TN,Williamson County,2013,"10,919",5.5,"93,241"
47,189,TN,Wilson County,2013,"13,020",10.8,"59,655"
48,0,TX,Texas,2013,"4,531,427",17.5,"51,714"
48,1,TX,Anderson County,2013,"9,930",22.4,"41,279"
48,3,TX,Andrews County,2013,"1,908",11.4,"62,781"
48,5,TX,Angelina County,2013,"18,157",21.5,"41,804"
48,7,TX,Aransas County,2013,"4,933",20.7,"41,666"
48,9,TX,Archer County,2013,868,10.1,"56,805"
48,11,TX,Armstrong County,2013,208,11,"52,122"
48,13,TX,Atascosa County,2013,"8,294",17.8,"46,631"
48,15,TX,Austin County,2013,"3,871",13.6,"52,042"
48,17,TX,Bailey County,2013,"1,385",19.9,"37,626"
48,19,TX,Bandera County,2013,"3,280",16.2,"50,334"
48,21,TX,Bastrop County,2013,"13,699",18.7,"50,151"
48,23,TX,Baylor County,2013,690,19.5,"34,563"
48,25,TX,Bee County,2013,"6,293",25.1,"41,804"
48,27,TX,Bell County,2013,"48,151",15.1,"50,223"
48,29,TX,Bexar County,2013,"309,381",17.4,"49,655"
48,31,TX,Blanco County,2013,"1,349",12.7,"54,914"
48,33,TX,Borden County,2013,67,10.5,"60,443"
48,35,TX,Bosque County,2013,"2,980",17,"42,864"
48,37,TX,Bowie County,2013,"18,647",21.4,"41,657"
48,39,TX,Brazoria County,2013,"37,646",11.8,"66,337"
48,41,TX,Brazos County,2013,"52,557",27.6,"39,732"
48,43,TX,Brewster County,2013,"1,373",14.9,"39,106"
48,45,TX,Briscoe County,2013,266,17.4,"40,235"
48,47,TX,Brooks County,2013,"2,285",31.9,"27,644"
48,49,TX,Brown County,2013,"6,742",18.6,"38,636"
48,51,TX,Burleson County,2013,"2,966",17.5,"45,732"
48,53,TX,Burnet County,2013,"6,317",14.9,"49,286"
48,55,TX,Caldwell County,2013,"6,423",17.2,"46,021"
48,57,TX,Calhoun County,2013,"3,908",18.1,"51,004"
48,59,TX,Callahan County,2013,"1,912",14.3,"42,138"
48,61,TX,Cameron County,2013,"133,497",32.4,"33,905"
48,63,TX,Camp County,2013,"2,227",18.1,"37,941"
48,65,TX,Carson County,2013,508,8.5,"59,252"
48,67,TX,Cass County,2013,"6,505",21.8,"37,546"
48,69,TX,Castro County,2013,"1,551",19.6,"40,689"
48,71,TX,Chambers County,2013,"3,820",10.5,"74,915"
48,73,TX,Cherokee County,2013,"11,307",23.6,"37,735"
48,75,TX,Childress County,2013,"1,428",25.5,"33,919"
48,77,TX,Clay County,2013,"1,351",13,"50,336"
48,79,TX,Cochran County,2013,699,23.6,"37,242"
48,81,TX,Coke County,2013,454,14.4,"38,866"
48,83,TX,Coleman County,2013,"1,933",22.8,"33,014"
48,85,TX,Collin County,2013,"67,525",7.9,"81,315"
48,87,TX,Collingsworth County,2013,651,21.4,"35,389"
48,89,TX,Colorado County,2013,"3,444",16.9,"42,438"
48,91,TX,Comal County,2013,"12,266",10.5,"70,322"
48,93,TX,Comanche County,2013,"2,713",20.3,"35,434"
48,95,TX,Concho County,2013,651,26.9,"39,035"
48,97,TX,Cooke County,2013,"5,847",15.5,"53,565"
48,99,TX,Coryell County,2013,"9,541",14.8,"50,161"
48,101,TX,Cottle County,2013,317,21.9,"32,292"
48,103,TX,Crane County,2013,471,10.1,"58,901"
48,105,TX,Crockett County,2013,520,13.9,"50,243"
48,107,TX,Crosby County,2013,"1,610",27.3,"35,443"
48,109,TX,Culberson County,2013,559,24.7,"32,945"
48,111,TX,Dallam County,2013,988,14.1,"42,378"
48,113,TX,Dallas County,2013,"477,557",19.5,"47,902"
48,115,TX,Dawson County,2013,"2,751",23.8,"38,333"
48,117,TX,Deaf Smith County,2013,"4,066",21.5,"37,991"
48,119,TX,Delta County,2013,990,19.2,"37,985"
48,121,TX,Denton County,2013,"64,055",8.9,"75,099"
48,123,TX,DeWitt County,2013,"3,438",18.5,"45,937"
48,125,TX,Dickens County,2013,456,23.2,"35,491"
48,127,TX,Dimmit County,2013,"2,908",27,"35,801"
48,129,TX,Donley County,2013,645,19.7,"34,861"
48,131,TX,Duval County,2013,"2,824",25.6,"35,118"
48,133,TX,Eastland County,2013,"3,015",17.3,"39,959"
48,135,TX,Ector County,2013,"22,446",15.3,"53,752"
48,137,TX,Edwards County,2013,432,23,"35,339"
48,139,TX,Ellis County,2013,"20,161",13.1,"59,257"
48,141,TX,El Paso County,2013,"183,877",22.7,"39,748"
48,143,TX,Erath County,2013,"8,048",21.8,"40,346"
48,145,TX,Falls County,2013,"3,881",25.2,"34,376"
48,147,TX,Fannin County,2013,"5,820",19,"42,392"
48,149,TX,Fayette County,2013,"2,723",11.2,"50,938"
48,151,TX,Fisher County,2013,660,17.2,"40,691"
48,153,TX,Floyd County,2013,"1,265",20.5,"36,534"
48,155,TX,Foard County,2013,222,17.8,"33,484"
48,157,TX,Fort Bend County,2013,"57,286",8.9,"87,901"
48,159,TX,Franklin County,2013,"1,928",18.3,"41,497"
48,161,TX,Freestone County,2013,"2,931",16.3,"44,408"
48,163,TX,Frio County,2013,"4,550",31,"35,405"
48,165,TX,Gaines County,2013,"2,836",15.1,"49,661"
48,167,TX,Galveston County,2013,"42,814",14.2,"60,210"
48,169,TX,Garza County,2013,"1,181",28.2,"47,134"
48,171,TX,Gillespie County,2013,"3,254",13,"50,443"
48,173,TX,Glasscock County,2013,118,9.4,"65,789"
48,175,TX,Goliad County,2013,"1,097",14.9,"48,458"
48,177,TX,Gonzales County,2013,"4,385",22,"37,051"
48,179,TX,Gray County,2013,"3,191",14.9,"48,623"
48,181,TX,Grayson County,2013,"19,671",16.4,"44,596"
48,183,TX,Gregg County,2013,"20,233",17,"46,501"
48,185,TX,Grimes County,2013,"4,655",19.5,"44,486"
48,187,TX,Guadalupe County,2013,"15,473",11,"59,288"
48,189,TX,Hale County,2013,"7,306",22.3,"39,209"
48,191,TX,Hall County,2013,697,21.9,"30,380"
48,193,TX,Hamilton County,2013,"1,446",17.9,"39,448"
48,195,TX,Hansford County,2013,676,12.3,"52,207"
48,197,TX,Hardeman County,2013,745,18.7,"36,726"
48,199,TX,Hardin County,2013,"6,580",12,"52,037"
48,201,TX,Harris County,2013,"788,276",18.4,"52,533"
48,203,TX,Harrison County,2013,"12,103",18.7,"43,777"
48,205,TX,Hartley County,2013,470,10.1,"64,558"
48,207,TX,Haskell County,2013,"1,249",23.5,"34,473"
48,209,TX,Hays County,2013,"24,040",14.3,"59,260"
48,211,TX,Hemphill County,2013,332,8.1,"69,124"
48,213,TX,Henderson County,2013,"16,782",21.8,"39,069"
48,215,TX,Hidalgo County,2013,"274,209",34,"34,607"
48,217,TX,Hill County,2013,"6,083",17.9,"40,253"
48,219,TX,Hockley County,2013,"4,032",17.7,"50,047"
48,221,TX,Hood County,2013,"7,335",14.1,"59,053"
48,223,TX,Hopkins County,2013,"6,575",18.7,"41,863"
48,225,TX,Houston County,2013,"4,975",24.8,"34,777"
48,227,TX,Howard County,2013,"5,351",17.9,"46,636"
48,229,TX,Hudspeth County,2013,"1,034",32,"31,354"
48,231,TX,Hunt County,2013,"15,181",17.9,"44,361"
48,233,TX,Hutchinson County,2013,"3,334",15.5,"50,060"
48,235,TX,Irion County,2013,141,8.8,"58,826"
48,237,TX,Jack County,2013,"1,319",17,"50,168"
48,239,TX,Jackson County,2013,"1,825",12.7,"48,338"
48,241,TX,Jasper County,2013,"7,217",20.8,"39,414"
48,243,TX,Jeff Davis County,2013,282,13,"44,234"
48,245,TX,Jefferson County,2013,"53,567",22.7,"42,099"
48,247,TX,Jim Hogg County,2013,"1,254",24,"35,854"
48,249,TX,Jim Wells County,2013,"9,223",22.4,"41,249"
48,251,TX,Johnson County,2013,"19,521",12.9,"55,960"
48,253,TX,Jones County,2013,"3,640",24.7,"40,621"
48,255,TX,Karnes County,2013,"2,809",23.2,"43,413"
48,257,TX,Kaufman County,2013,"12,510",11.7,"61,004"
48,259,TX,Kendall County,2013,"3,161",8.5,"75,860"
48,261,TX,Kenedy County,2013,76,18.6,"38,088"
48,263,TX,Kent County,2013,111,14.7,"41,038"
48,265,TX,Kerr County,2013,"7,621",15.9,"42,456"
48,267,TX,Kimble County,2013,957,21.6,"38,019"
48,269,TX,King County,2013,28,9.8,"56,680"
48,271,TX,Kinney County,2013,628,19.3,"41,271"
48,273,TX,Kleberg County,2013,"7,170",23.9,"39,261"
48,275,TX,Knox County,2013,803,21.9,"34,419"
48,277,TX,Lamar County,2013,"8,912",18.3,"37,593"
48,279,TX,Lamb County,2013,"2,835",20.9,"36,717"
48,281,TX,Lampasas County,2013,"2,955",14.8,"48,746"
48,283,TX,La Salle County,2013,"1,584",27.5,"35,491"
48,285,TX,Lavaca County,2013,"2,383",12.5,"43,827"
48,287,TX,Lee County,2013,"2,195",13.6,"52,088"
48,289,TX,Leon County,2013,"2,775",16.7,"43,617"
48,291,TX,Liberty County,2013,"14,588",20.3,"46,176"
48,293,TX,Limestone County,2013,"4,643",21.4,"36,537"
48,295,TX,Lipscomb County,2013,374,10.8,"56,484"
48,297,TX,Live Oak County,2013,"1,884",17.6,"49,726"
48,299,TX,Llano County,2013,"2,985",15.5,"45,669"
48,301,TX,Loving County,2013,12,12.6,"44,407"
48,303,TX,Lubbock County,2013,"49,627",17.8,"46,223"
48,305,TX,Lynn County,2013,"1,105",19.5,"37,678"
48,307,TX,McCulloch County,2013,"1,732",21.2,"38,408"
48,309,TX,McLennan County,2013,"48,466",20.9,"41,066"
48,311,TX,McMullen County,2013,66,8.7,"56,686"
48,313,TX,Madison County,2013,"2,570",22.9,"37,460"
48,315,TX,Marion County,2013,"2,453",24.4,"36,090"
48,317,TX,Martin County,2013,686,13,"50,004"
48,319,TX,Mason County,2013,626,15.2,"42,087"
48,321,TX,Matagorda County,2013,"7,379",20.4,"42,036"
48,323,TX,Maverick County,2013,"13,399",24.4,"32,073"
48,325,TX,Medina County,2013,"8,101",18,"53,714"
48,327,TX,Menard County,2013,499,23.7,"31,390"
48,329,TX,Midland County,2013,"15,790",10.5,"71,151"
48,331,TX,Milam County,2013,"4,131",17.4,"40,120"
48,333,TX,Mills County,2013,814,17.2,"40,318"
48,335,TX,Mitchell County,2013,"1,550",22.3,"47,677"
48,337,TX,Montague County,2013,"3,058",15.9,"41,516"
48,339,TX,Montgomery County,2013,"58,358",11.8,"69,317"
48,341,TX,Moore County,2013,"3,279",14.9,"46,991"
48,343,TX,Morris County,2013,"2,669",21,"36,366"
48,345,TX,Motley County,2013,234,19.6,"37,159"
48,347,TX,Nacogdoches County,2013,"15,850",26.4,"36,775"
48,349,TX,Navarro County,2013,"10,990",23.3,"38,423"
48,351,TX,Newton County,2013,"2,598",19.4,"38,544"
48,353,TX,Nolan County,2013,"3,148",21.5,"35,846"
48,355,TX,Nueces County,2013,"62,942",18.2,"48,324"
48,357,TX,Ochiltree County,2013,"1,135",10.6,"60,650"
48,359,TX,Oldham County,2013,262,14.2,"52,431"
48,361,TX,Orange County,2013,"12,364",15.1,"51,340"
48,363,TX,Palo Pinto County,2013,"4,831",17.6,"39,660"
48,365,TX,Panola County,2013,"3,130",13.3,"49,792"
48,367,TX,Parker County,2013,"13,886",11.8,"61,199"
48,369,TX,Parmer County,2013,"1,471",14.9,"41,784"
48,371,TX,Pecos County,2013,"2,455",18.1,"43,766"
48,373,TX,Polk County,2013,"7,550",18.3,"39,833"
48,375,TX,Potter County,2013,"25,343",22.1,"37,366"
48,377,TX,Presidio County,2013,"1,674",23.3,"32,766"
48,379,TX,Rains County,2013,"1,977",18,"42,183"
48,381,TX,Randall County,2013,"13,602",11,"60,439"
48,383,TX,Reagan County,2013,352,9.9,"61,724"
48,385,TX,Real County,2013,707,21.6,"34,556"
48,387,TX,Red River County,2013,"2,419",19.7,"31,409"
48,389,TX,Reeves County,2013,"2,969",27.4,"37,053"
48,391,TX,Refugio County,2013,"1,155",16.1,"45,214"
48,393,TX,Roberts County,2013,72,8.7,"70,127"
48,395,TX,Robertson County,2013,"3,706",22.8,"40,631"
48,397,TX,Rockwall County,2013,"5,558",6.6,"92,466"
48,399,TX,Runnels County,2013,"1,886",18.7,"36,769"
48,401,TX,Rusk County,2013,"10,391",21.5,"44,349"
48,403,TX,Sabine County,2013,"1,848",18,"37,576"
48,405,TX,San Augustine County,2013,"1,992",23.4,"32,140"
48,407,TX,San Jacinto County,2013,"6,081",22.8,"42,320"
48,409,TX,San Patricio County,2013,"10,580",16.2,"46,781"
48,411,TX,San Saba County,2013,"1,211",22.7,"36,030"
48,413,TX,Schleicher County,2013,438,13.7,"50,402"
48,415,TX,Scurry County,2013,"2,353",15,"53,219"
48,417,TX,Shackelford County,2013,491,14.7,"51,116"
48,419,TX,Shelby County,2013,"5,354",21,"36,565"
48,421,TX,Sherman County,2013,386,12.6,"48,054"
48,423,TX,Smith County,2013,"35,564",16.8,"47,711"
48,425,TX,Somervell County,2013,970,11.5,"56,282"
48,427,TX,Starr County,2013,"22,188",36.3,"25,408"
48,429,TX,Stephens County,2013,"1,721",19.9,"43,779"
48,431,TX,Sterling County,2013,153,12.9,"57,266"
48,433,TX,Stonewall County,2013,222,15.8,"42,158"
48,435,TX,Sutton County,2013,519,13,"59,098"
48,437,TX,Swisher County,2013,"1,492",21,"35,601"
48,439,TX,Tarrant County,2013,"286,019",15.2,"56,906"
48,441,TX,Taylor County,2013,"21,939",17,"44,081"
48,443,TX,Terrell County,2013,168,18.6,"36,712"
48,445,TX,Terry County,2013,"2,599",22.4,"37,489"
48,447,TX,Throckmorton County,2013,242,15.1,"41,582"
48,449,TX,Titus County,2013,"6,660",20.8,"40,501"
48,451,TX,Tom Green County,2013,"15,899",14.5,"45,405"
48,453,TX,Travis County,2013,"174,374",15.9,"60,372"
48,455,TX,Trinity County,2013,"2,985",20.9,"33,447"
48,457,TX,Tyler County,2013,"4,057",20.9,"40,986"
48,459,TX,Upshur County,2013,"7,084",18.1,"46,489"
48,461,TX,Upton County,2013,457,13.8,"54,549"
48,463,TX,Uvalde County,2013,"6,534",24.8,"35,813"
48,465,TX,Val Verde County,2013,"11,158",23.9,"38,645"
48,467,TX,Van Zandt County,2013,"8,387",16.2,"43,220"
48,469,TX,Victoria County,2013,"14,005",15.8,"51,544"
48,471,TX,Walker County,2013,"13,266",25.5,"40,092"
48,473,TX,Waller County,2013,"8,039",19.4,"49,326"
48,475,TX,Ward County,2013,"1,513",13.7,"51,026"
48,477,TX,Washington County,2013,"4,587",14.2,"49,472"
48,479,TX,Webb County,2013,"79,270",30.6,"38,652"
48,481,TX,Wharton County,2013,"7,633",18.7,"42,862"
48,483,TX,Wheeler County,2013,748,13.1,"51,922"
48,485,TX,Wichita County,2013,"23,318",19.5,"43,473"
48,487,TX,Wilbarger County,2013,"2,246",17.5,"37,840"
48,489,TX,Willacy County,2013,"8,005",43.1,"28,945"
48,491,TX,Williamson County,2013,"36,347",7.8,"71,252"
48,493,TX,Wilson County,2013,"5,068",11.3,"60,844"
48,495,TX,Winkler County,2013,"1,084",14.5,"54,294"
48,497,TX,Wise County,2013,"6,750",11.3,"58,392"
48,499,TX,Wood County,2013,"6,433",15.7,"45,763"
48,501,TX,Yoakum County,2013,"1,026",12.6,"57,995"
48,503,TX,Young County,2013,"3,287",18.2,"44,372"
48,505,TX,Zapata County,2013,"4,228",29.5,"34,506"
48,507,TX,Zavala County,2013,"3,915",33.4,"25,291"
49,0,UT,Utah,2013,"360,119",12.6,"59,715"
49,1,UT,Beaver County,2013,678,10.6,"46,138"
49,3,UT,Box Elder County,2013,"5,227",10.4,"60,372"
49,5,UT,Cache County,2013,"16,042",14.2,"49,556"
49,7,UT,Carbon County,2013,"3,292",16.1,"44,594"
49,9,UT,Daggett County,2013,80,7.5,"53,080"
49,11,UT,Davis County,2013,"26,190",8.2,"70,456"
49,13,UT,Duchesne County,2013,"2,091",10.5,"61,386"
49,15,UT,Emery County,2013,"1,384",13,"52,070"
49,17,UT,Garfield County,2013,590,12,"43,798"
49,19,UT,Grand County,2013,"1,374",14.8,"42,368"
49,21,UT,Iron County,2013,"8,891",19.4,"43,439"
49,23,UT,Juab County,2013,"1,254",12.3,"51,942"
49,25,UT,Kane County,2013,858,12.3,"46,350"
49,27,UT,Millard County,2013,"1,713",13.7,"51,424"
49,29,UT,Morgan County,2013,547,5.4,"83,496"
49,31,UT,Piute County,2013,320,21.8,"37,897"
49,33,UT,Rich County,2013,256,11.2,"54,640"
49,35,UT,Salt Lake County,2013,"134,970",12.7,"61,716"
49,37,UT,San Juan County,2013,"4,062",27.6,"40,327"
49,39,UT,Sanpete County,2013,"4,700",18.2,"45,338"
49,41,UT,Sevier County,2013,"2,821",13.7,"49,877"
49,43,UT,Summit County,2013,"2,897",7.6,"81,907"
49,45,UT,Tooele County,2013,"5,505",9.1,"59,400"
49,47,UT,Uintah County,2013,"3,817",10.8,"62,028"
49,49,UT,Utah County,2013,"74,189",13.8,"60,069"
49,51,UT,Wasatch County,2013,"2,141",8.2,"64,423"
49,53,UT,Washington County,2013,"22,451",15.4,"50,378"
49,55,UT,Wayne County,2013,436,15.9,"38,945"
49,57,UT,Weber County,2013,"31,343",13.3,"54,055"
50,0,VT,Vermont,2013,"73,947",12.3,"52,511"
50,1,VT,Addison County,2013,"3,574",10.5,"54,683"
50,3,VT,Bennington County,2013,"5,326",15.1,"48,290"
50,5,VT,Caledonia County,2013,"4,277",14.3,"43,011"
50,7,VT,Chittenden County,2013,"15,189",10.1,"62,618"
