STATE,CNTYCD,STATEDESC,COUNTY,YEAR,POVERTY,POVERTYRATE,INCOME
13,101,GA,Echols County,2010,"1,086",27,"32,674"
13,103,GA,Effingham County,2010,"5,482",10.6,"60,017"
13,105,GA,Elbert County,2010,"4,863",24.5,"32,888"
13,107,GA,Emanuel County,2010,"6,410",29.5,"30,985"
13,109,GA,Evans County,2010,"2,635",24.9,"32,427"
13,111,GA,Fannin County,2010,"4,262",18.2,"33,253"
13,113,GA,Fayette County,2010,"7,145",6.7,"79,276"
13,115,GA,Floyd County,2010,"17,634",19.1,"38,289"
13,117,GA,Forsyth County,2010,"12,606",7.2,"81,629"
13,119,GA,Franklin County,2010,"3,865",18,"36,109"
13,121,GA,Fulton County,2010,"159,048",17.7,"53,580"
13,123,GA,Gilmer County,2010,"4,454",15.9,"39,710"
13,125,GA,Glascock County,2010,553,18.5,"36,433"
13,127,GA,Glynn County,2010,"14,756",18.8,"42,993"
13,129,GA,Gordon County,2010,"10,045",18.5,"40,656"
13,131,GA,Grady County,2010,"6,974",28.1,"31,297"
13,133,GA,Greene County,2010,"4,330",27.4,"36,001"
13,135,GA,Gwinnett County,2010,"108,754",13.6,"57,848"
13,137,GA,Habersham County,2010,"7,055",17.3,"40,316"
13,139,GA,Hall County,2010,"31,495",17.8,"47,238"
13,141,GA,Hancock County,2010,"2,618",33.1,"23,887"
13,143,GA,Haralson County,2010,"5,868",20.7,"39,046"
13,145,GA,Harris County,2010,"2,986",9.4,"62,264"
13,147,GA,Hart County,2010,"5,633",23,"33,753"
13,149,GA,Heard County,2010,"2,488",21.3,"39,614"
13,151,GA,Henry County,2010,"20,839",10.2,"59,371"
13,153,GA,Houston County,2010,"19,562",14.1,"54,977"
13,155,GA,Irwin County,2010,"2,128",24,"32,859"
13,157,GA,Jackson County,2010,"9,435",15.7,"50,409"
13,159,GA,Jasper County,2010,"2,609",18.9,"43,443"
13,161,GA,Jeff Davis County,2010,"3,513",23.6,"32,380"
13,163,GA,Jefferson County,2010,"4,734",28.9,"29,683"
13,165,GA,Jenkins County,2010,"2,376",28.9,"27,682"
13,167,GA,Johnson County,2010,"2,505",30.5,"28,332"
13,169,GA,Jones County,2010,"3,351",11.9,"52,215"
13,171,GA,Lamar County,2010,"3,011",17.8,"40,001"
13,173,GA,Lanier County,2010,"2,220",22.6,"33,430"
13,175,GA,Laurens County,2010,"9,339",19.7,"36,568"
13,177,GA,Lee County,2010,"2,834",10.3,"61,489"
13,179,GA,Liberty County,2010,"13,092",21.8,"39,697"
13,181,GA,Lincoln County,2010,"1,644",20.8,"35,201"
13,183,GA,Long County,2010,"2,969",20.8,"38,243"
13,185,GA,Lowndes County,2010,"24,077",23.3,"36,486"
13,187,GA,Lumpkin County,2010,"4,653",16.5,"44,309"
13,189,GA,McDuffie County,2010,"4,618",21.4,"36,559"
13,191,GA,McIntosh County,2010,"2,689",19,"35,681"
13,193,GA,Macon County,2010,"4,029",31.7,"27,324"
13,195,GA,Madison County,2010,"4,803",17.2,"41,267"
13,197,GA,Marion County,2010,"2,062",23.8,"33,534"
13,199,GA,Meriwether County,2010,"4,324",20.1,"35,287"
13,201,GA,Miller County,2010,"1,455",24.4,"32,015"
13,205,GA,Mitchell County,2010,"6,242",29.3,"31,094"
13,207,GA,Monroe County,2010,"3,649",14.5,"49,839"
13,209,GA,Montgomery County,2010,"1,969",23.5,"35,133"
13,211,GA,Morgan County,2010,"2,916",16.5,"45,804"
13,213,GA,Murray County,2010,"7,491",19.1,"39,911"
13,215,GA,Muscogee County,2010,"36,998",20.2,"36,359"
13,217,GA,Newton County,2010,"14,785",15.1,"48,989"
13,219,GA,Oconee County,2010,"2,697",8.2,"76,298"
13,221,GA,Oglethorpe County,2010,"2,440",16.6,"40,936"
13,223,GA,Paulding County,2010,"12,468",8.8,"61,496"
13,225,GA,Peach County,2010,"6,638",25.7,"38,024"
13,227,GA,Pickens County,2010,"3,939",13.6,"48,532"
13,229,GA,Pierce County,2010,"3,406",18.3,"37,262"
13,231,GA,Pike County,2010,"2,222",12.7,"52,411"
13,233,GA,Polk County,2010,"9,065",22.1,"36,468"
13,235,GA,Pulaski County,2010,"2,228",20.8,"36,665"
13,237,GA,Putnam County,2010,"3,738",17.8,"40,037"
13,239,GA,Quitman County,2010,726,28.9,"28,102"
13,241,GA,Rabun County,2010,"2,897",18.1,"37,990"
13,243,GA,Randolph County,2010,"2,036",27.6,"26,863"
13,245,GA,Richmond County,2010,"49,468",25.9,"37,866"
13,247,GA,Rockdale County,2010,"12,527",14.9,"53,899"
13,249,GA,Schley County,2010,877,17.6,"37,761"
13,251,GA,Screven County,2010,"3,330",23.7,"30,925"
13,253,GA,Seminole County,2010,"2,365",27.5,"30,604"
13,255,GA,Spalding County,2010,"14,122",22.5,"38,451"
13,257,GA,Stephens County,2010,"5,676",22.2,"34,445"
13,259,GA,Stewart County,2010,"1,663",38.1,"26,659"
13,261,GA,Sumter County,2010,"9,441",30.6,"31,871"
13,263,GA,Talbot County,2010,"1,474",21.7,"29,933"
13,265,GA,Taliaferro County,2010,514,30.3,"26,863"
13,267,GA,Tattnall County,2010,"5,800",28,"35,039"
13,269,GA,Taylor County,2010,"2,031",23.6,"30,748"
13,271,GA,Telfair County,2010,"4,384",32.9,"28,414"
13,273,GA,Terrell County,2010,"2,644",29.3,"31,143"
13,275,GA,Thomas County,2010,"11,596",26.4,"35,539"
13,277,GA,Tift County,2010,"8,765",22.6,"34,702"
13,279,GA,Toombs County,2010,"7,577",28.1,"32,002"
13,281,GA,Towns County,2010,"1,468",15,"38,207"
13,283,GA,Treutlen County,2010,"1,925",29.6,"30,809"
13,285,GA,Troup County,2010,"13,686",21.1,"39,422"
13,287,GA,Turner County,2010,"2,410",28,"26,845"
13,289,GA,Twiggs County,2010,"2,223",25.1,"35,232"
13,291,GA,Union County,2010,"3,986",19.1,"37,540"
13,293,GA,Upson County,2010,"5,648",21.3,"33,461"
13,295,GA,Walker County,2010,"11,970",17.8,"36,854"
13,297,GA,Walton County,2010,"12,013",14.5,"51,913"
13,299,GA,Ware County,2010,"7,850",23.2,"33,176"
13,301,GA,Warren County,2010,"1,582",27.7,"29,764"
13,303,GA,Washington County,2010,"5,878",30.6,"33,199"
13,305,GA,Wayne County,2010,"6,312",22.8,"36,562"
13,307,GA,Webster County,2010,606,21.8,"31,216"
13,309,GA,Wheeler County,2010,"1,810",33.2,"29,834"
13,311,GA,White County,2010,"4,485",16.8,"40,120"
13,313,GA,Whitfield County,2010,"20,507",20.2,"40,117"
13,315,GA,Wilcox County,2010,"2,171",30,"31,442"
13,317,GA,Wilkes County,2010,"2,545",24.9,"30,451"
13,319,GA,Wilkinson County,2010,"1,982",21.1,"35,530"
13,321,GA,Worth County,2010,"4,539",21.2,"37,436"
15,0,HI,Hawaii,2010,"146,923",11.1,"62,774"
15,1,HI,Hawaii County,2010,"33,285",18.3,"46,444"
15,3,HI,Honolulu County,2010,"87,411",9.5,"67,519"
15,5,HI,Kalawao County,2010,.,.,.
15,7,HI,Kauai County,2010,"8,012",12.1,"52,714"
15,9,HI,Maui County,2010,"18,214",11.9,"56,206"
16,0,ID,Idaho,2010,"244,009",15.8,"43,259"
16,1,ID,Ada County,2010,"53,188",13.9,"50,909"
16,3,ID,Adams County,2010,618,15.8,"34,730"
16,5,ID,Bannock County,2010,"13,233",16.3,"40,946"
16,7,ID,Bear Lake County,2010,918,15.5,"39,469"
16,9,ID,Benewah County,2010,"1,543",16.8,"36,906"
16,11,ID,Bingham County,2010,"7,060",15.6,"43,571"
16,13,ID,Blaine County,2010,"2,139",10.1,"59,191"
16,15,ID,Boise County,2010,"1,002",14.4,"46,871"
16,17,ID,Bonner County,2010,"7,050",17.4,"40,119"
16,19,ID,Bonneville County,2010,"14,346",13.8,"49,979"
16,21,ID,Boundary County,2010,"1,871",17.1,"37,037"
16,23,ID,Butte County,2010,445,15.4,"41,368"
16,25,ID,Camas County,2010,125,11.3,"46,483"
16,27,ID,Canyon County,2010,"36,620",19.7,"42,419"
16,29,ID,Caribou County,2010,833,12.1,"49,208"
16,31,ID,Cassia County,2010,"3,578",15.7,"40,739"
16,33,ID,Clark County,2010,177,17.9,"41,387"
16,35,ID,Clearwater County,2010,"1,244",15.3,"38,124"
16,37,ID,Custer County,2010,649,14.9,"42,575"
16,39,ID,Elmore County,2010,"4,170",15.8,"40,475"
16,41,ID,Franklin County,2010,"1,330",10.5,"43,936"
16,43,ID,Fremont County,2010,"2,093",16.4,"38,407"
16,45,ID,Gem County,2010,"2,822",17.1,"40,110"
16,47,ID,Gooding County,2010,"2,526",16.4,"37,751"
16,49,ID,Idaho County,2010,"2,886",18.3,"35,715"
16,51,ID,Jefferson County,2010,"3,136",12,"50,123"
16,53,ID,Jerome County,2010,"4,261",19.1,"40,229"
16,55,ID,Kootenai County,2010,"20,065",14.6,"43,826"
16,57,ID,Latah County,2010,"6,043",17.6,"40,942"
16,59,ID,Lemhi County,2010,"1,660",21.1,"34,757"
16,61,ID,Lewis County,2010,673,17.8,"37,742"
16,63,ID,Lincoln County,2010,725,14.1,"39,517"
16,65,ID,Madison County,2010,"10,403",28.4,"36,202"
16,67,ID,Minidoka County,2010,"3,158",15.8,"39,802"
16,69,ID,Nez Perce County,2010,"4,799",12.5,"43,580"
16,71,ID,Oneida County,2010,526,12.4,"44,425"
16,73,ID,Owyhee County,2010,"2,579",22.7,"36,670"
16,75,ID,Payette County,2010,"3,829",17.1,"39,724"
16,77,ID,Power County,2010,"1,283",16.4,"39,555"
16,79,ID,Shoshone County,2010,"2,606",20.8,"36,129"
16,81,ID,Teton County,2010,"1,147",11.3,"52,272"
16,83,ID,Twin Falls County,2010,"11,719",15.4,"42,007"
16,85,ID,Valley County,2010,"1,219",12.6,"45,248"
16,87,ID,Washington County,2010,"1,710",17,"35,774"
17,0,IL,Illinois,2010,"1,732,129",13.8,"52,967"
17,1,IL,Adams County,2010,"8,547",13.2,"41,734"
17,3,IL,Alexander County,2010,"2,401",31.1,"29,278"
17,5,IL,Bond County,2010,"2,145",13.7,"46,364"
17,7,IL,Boone County,2010,"6,228",11.6,"57,323"
17,9,IL,Brown County,2010,687,14.4,"43,640"
17,11,IL,Bureau County,2010,"3,849",11.2,"45,580"
17,13,IL,Calhoun County,2010,548,10.9,"45,772"
17,15,IL,Carroll County,2010,"1,969",13,"47,032"
17,17,IL,Cass County,2010,"1,721",12.8,"43,183"
17,19,IL,Champaign County,2010,"36,343",19.6,"45,803"
17,21,IL,Christian County,2010,"4,686",14.2,"44,253"
17,23,IL,Clark County,2010,"1,934",12.1,"44,312"
17,25,IL,Clay County,2010,"2,072",15.3,"38,091"
17,27,IL,Clinton County,2010,"3,016",8.4,"52,650"
17,29,IL,Coles County,2010,"9,253",18.7,"38,242"
17,31,IL,Cook County,2010,"858,392",16.8,"51,457"
17,33,IL,Crawford County,2010,"2,734",14.9,"41,612"
17,35,IL,Cumberland County,2010,"1,258",11.6,"43,448"
17,37,IL,DeKalb County,2010,"14,083",14.3,"52,106"
17,39,IL,De Witt County,2010,"1,765",10.9,"48,662"
17,41,IL,Douglas County,2010,"2,184",11.1,"48,469"
17,43,IL,DuPage County,2010,"62,484",6.9,"72,470"
17,45,IL,Edgar County,2010,"2,598",14.3,"39,386"
17,47,IL,Edwards County,2010,752,11.3,"43,044"
17,49,IL,Effingham County,2010,"3,353",9.9,"49,001"
17,51,IL,Fayette County,2010,"3,200",15.8,"38,966"
17,53,IL,Ford County,2010,"1,502",11,"48,622"
17,55,IL,Franklin County,2010,"7,888",20.3,"32,853"
17,57,IL,Fulton County,2010,"4,974",14.5,"40,749"
17,59,IL,Gallatin County,2010,"1,023",18.5,"37,287"
17,61,IL,Greene County,2010,"2,011",14.9,"40,399"
17,63,IL,Grundy County,2010,"3,992",8,"60,130"
17,65,IL,Hamilton County,2010,"1,215",14.6,"40,670"
17,67,IL,Hancock County,2010,"2,531",13.4,"41,520"
17,69,IL,Hardin County,2010,831,19.4,"34,228"
17,71,IL,Henderson County,2010,891,12.3,"43,212"
17,73,IL,Henry County,2010,"5,367",10.8,"49,262"
17,75,IL,Iroquois County,2010,"3,269",11.2,"43,873"
17,77,IL,Jackson County,2010,"13,271",23.5,"32,739"
17,79,IL,Jasper County,2010,"1,038",10.8,"46,000"
17,81,IL,Jefferson County,2010,"6,199",17,"40,527"
17,83,IL,Jersey County,2010,"2,204",10,"54,278"
17,85,IL,Jo Daviess County,2010,"2,094",9.3,"45,972"
17,87,IL,Johnson County,2010,"1,561",14.2,"41,743"
17,89,IL,Kane County,2010,"56,233",11,"65,430"
17,91,IL,Kankakee County,2010,"16,152",14.8,"45,707"
17,93,IL,Kendall County,2010,"5,341",4.6,"79,542"
17,95,IL,Knox County,2010,"7,519",15.4,"39,409"
17,97,IL,Lake County,2010,"61,515",9,"74,594"
17,99,IL,La Salle County,2010,"14,566",13.2,"49,414"
17,101,IL,Lawrence County,2010,"2,512",17.5,"37,428"
17,103,IL,Lee County,2010,"3,633",11,"48,749"
17,105,IL,Livingston County,2010,"4,096",11.5,"51,427"
17,107,IL,Logan County,2010,"2,985",11.5,"48,311"
17,109,IL,McDonough County,2010,"6,264",22,"37,890"
17,111,IL,McHenry County,2010,"22,381",7.3,"69,290"
17,113,IL,McLean County,2010,"18,665",11.7,"59,719"
17,115,IL,Macon County,2010,"18,973",17.7,"42,206"
17,117,IL,Macoupin County,2010,"6,075",13,"45,995"
17,119,IL,Madison County,2010,"38,068",14.3,"51,706"
17,121,IL,Marion County,2010,"6,350",16.5,"38,182"
17,123,IL,Marshall County,2010,"1,401",11.4,"48,647"
17,125,IL,Mason County,2010,"2,153",15,"42,529"
17,127,IL,Massac County,2010,"2,528",16.7,"39,636"
17,129,IL,Menard County,2010,"1,123",9,"58,075"
17,131,IL,Mercer County,2010,"1,823",11.3,"46,871"
17,133,IL,Monroe County,2010,"1,588",4.9,"69,731"
17,135,IL,Montgomery County,2010,"3,961",14.4,"42,468"
17,137,IL,Morgan County,2010,"4,831",14.8,"43,753"
17,139,IL,Moultrie County,2010,"1,511",10.4,"47,459"
17,141,IL,Ogle County,2010,"5,696",10.8,"53,402"
17,143,IL,Peoria County,2010,"25,892",14.3,"50,166"
17,145,IL,Perry County,2010,"3,434",17.4,"38,916"
17,147,IL,Piatt County,2010,"1,219",7.3,"54,350"
17,149,IL,Pike County,2010,"2,669",17,"37,172"
17,151,IL,Pope County,2010,757,17.9,"37,926"
17,153,IL,Pulaski County,2010,"1,276",20.8,"33,262"
17,155,IL,Putnam County,2010,469,7.8,"52,564"
17,157,IL,Randolph County,2010,"3,941",13.5,"46,410"
17,159,IL,Richland County,2010,"2,302",14.5,"40,893"
17,161,IL,Rock Island County,2010,"17,881",12.5,"45,114"
17,163,IL,St. Clair County,2010,"42,224",15.9,"47,027"
17,165,IL,Saline County,2010,"4,687",19.4,"37,170"
17,167,IL,Sangamon County,2010,"25,678",13.2,"51,057"
17,169,IL,Schuyler County,2010,892,12,"45,481"
17,171,IL,Scott County,2010,509,9.7,"48,890"
17,173,IL,Shelby County,2010,"2,710",12.3,"45,474"
17,175,IL,Stark County,2010,623,10.6,"49,280"
17,177,IL,Stephenson County,2010,"6,275",13.4,"42,869"
17,179,IL,Tazewell County,2010,"13,147",9.9,"50,737"
17,181,IL,Union County,2010,"3,231",18.4,"39,764"
17,183,IL,Vermilion County,2010,"16,426",20.9,"38,534"
17,185,IL,Wabash County,2010,"1,693",14.4,"42,129"
17,187,IL,Warren County,2010,"2,292",13.9,"43,881"
17,189,IL,Washington County,2010,"1,183",8.2,"51,209"
17,191,IL,Wayne County,2010,"2,473",14.9,"40,630"
17,193,IL,White County,2010,"2,402",16.9,"39,964"
17,195,IL,Whiteside County,2010,"6,722",11.7,"45,606"
17,197,IL,Will County,2010,"57,207",8.5,"71,344"
17,199,IL,Williamson County,2010,"10,287",16,"43,004"
17,201,IL,Winnebago County,2010,"50,817",17.5,"44,336"
17,203,IL,Woodford County,2010,"2,804",7.5,"65,931"
18,0,IN,Indiana,2010,"960,402",15.3,"44,616"
18,1,IN,Adams County,2010,"5,705",16.8,"43,121"
18,3,IN,Allen County,2010,"48,764",13.9,"47,014"
18,5,IN,Bartholomew County,2010,"9,691",12.8,"49,045"
18,7,IN,Benton County,2010,996,11.3,"47,520"
18,9,IN,Blackford County,2010,"2,001",16,"38,637"
18,11,IN,Boone County,2010,"4,516",8,"66,023"
18,13,IN,Brown County,2010,"1,985",13.2,"46,770"
18,15,IN,Carroll County,2010,"2,021",10.1,"49,966"
18,17,IN,Cass County,2010,"6,354",16.7,"38,859"
18,19,IN,Clark County,2010,"13,632",12.5,"44,775"
18,21,IN,Clay County,2010,"3,610",13.6,"42,233"
18,23,IN,Clinton County,2010,"4,117",12.8,"47,229"
18,25,IN,Crawford County,2010,"1,806",17,"39,358"
18,27,IN,Daviess County,2010,"4,577",14.7,"42,318"
18,29,IN,Dearborn County,2010,"4,997",10.1,"55,817"
18,31,IN,Decatur County,2010,"3,436",13.6,"49,551"
18,33,IN,De Kalb County,2010,"4,405",10.6,"46,781"
18,35,IN,Delaware County,2010,"26,339",24.2,"36,362"
18,37,IN,Dubois County,2010,"3,459",8.4,"51,885"
18,39,IN,Elkhart County,2010,"33,270",17.2,"42,168"
18,41,IN,Fayette County,2010,"4,047",17,"36,734"
18,43,IN,Floyd County,2010,"9,092",12.4,"49,117"
18,45,IN,Fountain County,2010,"2,100",12.4,"43,947"
18,47,IN,Franklin County,2010,"2,805",12.3,"48,938"
18,49,IN,Fulton County,2010,"2,841",13.8,"40,856"
18,51,IN,Gibson County,2010,"3,950",12.1,"45,383"
18,53,IN,Grant County,2010,"12,857",19.8,"35,976"
18,55,IN,Greene County,2010,"4,579",14,"41,504"
18,57,IN,Hamilton County,2010,"13,564",4.9,"82,054"
18,59,IN,Hancock County,2010,"5,882",8.5,"62,195"
18,61,IN,Harrison County,2010,"4,257",11,"48,775"
18,63,IN,Hendricks County,2010,"9,031",6.4,"66,080"
18,65,IN,Henry County,2010,"7,493",16.2,"40,732"
18,67,IN,Howard County,2010,"12,994",16,"41,786"
18,69,IN,Huntington County,2010,"4,023",11.3,"46,530"
18,71,IN,Jackson County,2010,"5,325",12.7,"46,562"
18,73,IN,Jasper County,2010,"3,073",9.5,"55,267"
18,75,IN,Jay County,2010,"3,248",15.6,"38,117"
18,77,IN,Jefferson County,2010,"4,823",15.9,"41,654"
18,79,IN,Jennings County,2010,"3,976",14.2,"41,869"
18,81,IN,Johnson County,2010,"14,367",10.5,"58,695"
18,83,IN,Knox County,2010,"6,258",17.6,"39,123"
18,85,IN,Kosciusko County,2010,"10,135",13.4,"47,811"
18,87,IN,Lagrange County,2010,"5,897",16.1,"44,151"
18,89,IN,Lake County,2010,"86,577",17.7,"45,252"
18,91,IN,La Porte County,2010,"16,988",16.2,"44,039"
18,93,IN,Lawrence County,2010,"6,877",15.2,"41,305"
18,95,IN,Madison County,2010,"22,567",18,"39,449"
18,97,IN,Marion County,2010,"184,537",20.8,"39,393"
18,99,IN,Marshall County,2010,"5,866",12.7,"43,283"
18,101,IN,Martin County,2010,"1,346",13.2,"43,854"
18,103,IN,Miami County,2010,"5,650",17,"40,466"
18,105,IN,Monroe County,2010,"30,049",24.3,"38,348"
18,107,IN,Montgomery County,2010,"5,635",15.3,"41,853"
18,109,IN,Morgan County,2010,"8,092",11.9,"53,738"
18,111,IN,Newton County,2010,"1,560",11.1,"48,043"
18,113,IN,Noble County,2010,"5,843",12.6,"45,269"
18,115,IN,Ohio County,2010,605,10,"47,937"
18,117,IN,Orange County,2010,"3,417",17.5,"35,999"
18,119,IN,Owen County,2010,"3,000",14.1,"42,658"
18,121,IN,Parke County,2010,"2,581",16.6,"42,749"
18,123,IN,Perry County,2010,"2,307",13,"41,446"
18,125,IN,Pike County,2010,"1,847",14.7,"39,684"
18,127,IN,Porter County,2010,"17,464",10.9,"56,648"
18,129,IN,Posey County,2010,"2,520",9.8,"56,159"
18,131,IN,Pulaski County,2010,"1,859",14.2,"41,794"
18,133,IN,Putnam County,2010,"4,504",13.9,"44,437"
18,135,IN,Randolph County,2010,"4,117",16,"40,806"
18,137,IN,Ripley County,2010,"3,038",10.7,"45,951"
18,139,IN,Rush County,2010,"2,263",13.2,"45,464"
18,141,IN,St. Joseph County,2010,"40,709",15.9,"42,316"
18,143,IN,Scott County,2010,"4,457",18.8,"39,134"
18,145,IN,Shelby County,2010,"5,572",12.8,"46,619"
18,147,IN,Spencer County,2010,"2,335",11.3,"47,726"
18,149,IN,Starke County,2010,"4,228",18.2,"38,317"
18,151,IN,Steuben County,2010,"4,193",12.8,"45,431"
18,153,IN,Sullivan County,2010,"2,815",14.7,"42,481"
18,155,IN,Switzerland County,2010,"1,707",16.3,"42,268"
18,157,IN,Tippecanoe County,2010,"33,184",20.9,"41,722"
18,159,IN,Tipton County,2010,"1,329",8.5,"54,171"
18,161,IN,Union County,2010,938,12.6,"44,337"
18,163,IN,Vanderburgh County,2010,"29,198",16.9,"41,024"
18,165,IN,Vermillion County,2010,"2,152",13.6,"42,613"
18,167,IN,Vigo County,2010,"18,782",19.1,"39,089"
18,169,IN,Wabash County,2010,"3,786",12.2,"42,990"
18,171,IN,Warren County,2010,818,9.8,"50,349"
18,173,IN,Warrick County,2010,"4,335",7.3,"59,195"
18,175,IN,Washington County,2010,"4,434",15.9,"39,945"
18,177,IN,Wayne County,2010,"13,419",20.3,"36,424"
18,179,IN,Wells County,2010,"2,591",9.6,"45,492"
18,181,IN,White County,2010,"2,959",12.2,"43,487"
18,183,IN,Whitley County,2010,"3,050",9.3,"49,989"
19,0,IA,Iowa,2010,"368,965",12.5,"48,031"
19,1,IA,Adair County,2010,727,9.7,"45,540"
19,3,IA,Adams County,2010,560,14.1,"39,781"
19,5,IA,Allamakee County,2010,"1,858",13.3,"45,881"
19,7,IA,Appanoose County,2010,"2,000",15.7,"35,352"
19,9,IA,Audubon County,2010,595,10,"45,563"
19,11,IA,Benton County,2010,"2,133",8.3,"54,283"
19,13,IA,Black Hawk County,2010,"22,542",18,"44,046"
19,15,IA,Boone County,2010,"2,401",9.4,"51,723"
19,17,IA,Bremer County,2010,"1,722",7.6,"55,606"
19,19,IA,Buchanan County,2010,"2,264",11,"50,026"
19,21,IA,Buena Vista County,2010,"2,502",13,"44,795"
19,23,IA,Butler County,2010,"1,392",9.5,"49,703"
19,25,IA,Calhoun County,2010,"1,134",12,"44,859"
19,27,IA,Carroll County,2010,"1,848",9.1,"49,536"
19,29,IA,Cass County,2010,"1,877",13.7,"40,867"
19,31,IA,Cedar County,2010,"1,322",7.3,"55,413"
19,33,IA,Cerro Gordo County,2010,"5,584",13,"43,982"
19,35,IA,Cherokee County,2010,"1,117",9.6,"46,305"
19,37,IA,Chickasaw County,2010,"1,292",10.6,"45,083"
19,39,IA,Clarke County,2010,"1,137",12.4,"43,016"
19,41,IA,Clay County,2010,"1,857",11.3,"44,395"
19,43,IA,Clayton County,2010,"2,161",12.2,"41,940"
19,45,IA,Clinton County,2010,"6,505",13.5,"46,577"
19,47,IA,Crawford County,2010,"2,204",13.1,"45,637"
19,49,IA,Dallas County,2010,"4,212",6.4,"68,568"
19,51,IA,Davis County,2010,"1,469",17,"40,145"
19,53,IA,Decatur County,2010,"1,482",19.1,"34,250"
19,55,IA,Delaware County,2010,"1,764",10.1,"45,910"
19,57,IA,Des Moines County,2010,"6,052",15.3,"42,191"
19,59,IA,Dickinson County,2010,"1,493",9.1,"49,295"
19,61,IA,Dubuque County,2010,"9,612",10.7,"49,493"
19,63,IA,Emmet County,2010,"1,225",12.6,"41,519"
19,65,IA,Fayette County,2010,"2,678",13.3,"41,163"
19,67,IA,Floyd County,2010,"2,435",15.2,"42,233"
19,69,IA,Franklin County,2010,"1,236",11.8,"45,383"
19,71,IA,Fremont County,2010,813,11.2,"47,513"
19,73,IA,Greene County,2010,"1,023",11.1,"46,947"
19,75,IA,Grundy County,2010,765,6.2,"55,302"
19,77,IA,Guthrie County,2010,"1,116",10.4,"48,064"
19,79,IA,Hamilton County,2010,"1,696",11,"46,574"
19,81,IA,Hancock County,2010,"1,043",9.4,"48,195"
19,83,IA,Hardin County,2010,"1,888",11.4,"46,411"
19,85,IA,Harrison County,2010,"1,468",10,"50,845"
19,87,IA,Henry County,2010,"2,758",14.9,"43,228"
19,89,IA,Howard County,2010,"1,190",12.7,"40,919"
19,91,IA,Humboldt County,2010,"1,019",10.6,"46,300"
19,93,IA,Ida County,2010,884,12.8,"47,035"
19,95,IA,Iowa County,2010,"1,298",8.1,"52,592"
19,97,IA,Jackson County,2010,"2,580",13.2,"42,274"
19,99,IA,Jasper County,2010,"4,374",12.4,"46,565"
19,101,IA,Jefferson County,2010,"2,279",14.9,"40,158"
19,103,IA,Johnson County,2010,"21,016",17,"51,014"
19,105,IA,Jones County,2010,"2,099",10.9,"46,600"
19,107,IA,Keokuk County,2010,"1,340",13,"42,999"
19,109,IA,Kossuth County,2010,"1,560",10.3,"47,930"
19,111,IA,Lee County,2010,"5,390",15.8,"40,363"
19,113,IA,Linn County,2010,"20,392",9.9,"54,806"
19,115,IA,Louisa County,2010,"1,273",11.4,"50,301"
19,117,IA,Lucas County,2010,"1,534",17.5,"39,207"
19,119,IA,Lyon County,2010,"1,012",8.9,"51,491"
19,121,IA,Madison County,2010,"1,394",9,"52,351"
19,123,IA,Mahaska County,2010,"3,338",15.4,"45,211"
19,125,IA,Marion County,2010,"3,237",10.2,"52,845"
19,127,IA,Marshall County,2010,"5,230",13.3,"45,911"
19,129,IA,Mills County,2010,"1,364",9.4,"57,359"
19,131,IA,Mitchell County,2010,"1,164",11.1,"47,406"
19,133,IA,Monona County,2010,991,11,"43,052"
19,135,IA,Monroe County,2010,989,12.7,"42,631"
19,137,IA,Montgomery County,2010,"1,512",14.4,"41,068"
19,139,IA,Muscatine County,2010,"5,782",13.8,"47,583"
19,141,IA,O'Brien County,2010,"1,696",12,"44,209"
19,143,IA,Osceola County,2010,584,9.3,"51,042"
19,145,IA,Page County,2010,"2,103",14.6,"40,960"
19,147,IA,Palo Alto County,2010,"1,023",11.4,"43,360"
19,149,IA,Plymouth County,2010,"1,962",8,"61,292"
19,151,IA,Pocahontas County,2010,868,12.2,"44,225"
19,153,IA,Polk County,2010,"46,493",11,"54,328"
19,155,IA,Pottawattamie County,2010,"13,219",14.5,"47,870"
19,157,IA,Poweshiek County,2010,"2,066",12,"48,929"
19,159,IA,Ringgold County,2010,920,18.6,"36,810"
19,161,IA,Sac County,2010,"1,062",10.5,"42,888"
19,163,IA,Scott County,2010,"24,309",15,"47,800"
19,165,IA,Shelby County,2010,"1,208",10.2,"49,056"
19,167,IA,Sioux County,2010,"2,501",8,"53,705"
19,169,IA,Story County,2010,"15,053",18.5,"49,192"
19,171,IA,Tama County,2010,"2,113",12.2,"48,833"
19,173,IA,Taylor County,2010,828,13.4,"42,768"
19,175,IA,Union County,2010,"1,876",15.3,"39,977"
19,177,IA,Van Buren County,2010,"1,225",16.4,"37,833"
19,179,IA,Wapello County,2010,"6,043",17.4,"38,569"
19,181,IA,Warren County,2010,"3,271",7.4,"62,036"
19,183,IA,Washington County,2010,"2,139",10,"47,118"
19,185,IA,Wayne County,2010,"1,057",16.8,"35,867"
19,187,IA,Webster County,2010,"5,796",16.5,"39,565"
19,189,IA,Winnebago County,2010,"1,094",10.6,"48,933"
19,191,IA,Winneshiek County,2010,"1,877",10,"51,248"
19,193,IA,Woodbury County,2010,"15,049",15.1,"42,672"
19,195,IA,Worth County,2010,863,11.6,"46,384"
19,197,IA,Wright County,2010,"1,464",11.3,"44,456"
20,0,KS,Kansas,2010,"374,677",13.5,"47,888"
20,1,KS,Allen County,2010,"2,367",18.4,"39,662"
